Name,state,City,Address,Stars,Valoracion
Soho Sushi Burrito,Nevada,Reno,1664 N Virginia St,5,Muy bueno
Nemi Restaurant,Pensilvania,Philadelphia,2636 E Ann St,5,Muy bueno
Oishii Poké,Pensilvania,Philadelphia,938 Arch St,4,Muy bueno
Burrito Bandito,Nevada,Sparks,"1425 George Ferris Dr, Ste M-171",5,Muy bueno
El Limon - Ambler,Pensilvania,Ambler,38 E Butler,5,Muy bueno
Sun King Brewery,Indiana,Indianapolis,135 N College Ave,5,Muy bueno
Beach Brewz,Florida,Redington Shores,17814 Gulf Blvd,5,Muy bueno
Taco Bell,Idaho,Meridian,1523 S Eagle Rd,1,Malo
Taco & Burrito Place,Indiana,Indianapolis,4102 N Keystone Ave,5,Muy bueno
Xtreme Tacos Food Truck,Florida,Tampa,6809 N Nebraska Ave,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,4,Muy bueno
Johnny Sanchez,Luisiana,New Orleans,930 Poydras St,5,Muy bueno
Honest Tom's Plant Based Taco Shop,Pensilvania,Philadelphia,261 S 44th St,5,Muy bueno
Miguel's Mexican Food,Nevada,Reno,13901 S Virginia St,4,Muy bueno
Taquitos Mexican,Florida,St Petersburg,9617 Bay Pines Blvd,5,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
"Guadalajara Grill - Mexican, Best Mexican Restaurant in Tucson",Arizona,Tucson,4901 E Broadway Blvd,4,Muy bueno
Carlillos Cocina,Nevada,Sparks,415 S Rock Blvd,5,Muy bueno
Blue Corn,Pensilvania,Philadelphia,940 S 9th St,5,Muy bueno
Chili's,Pensilvania,Jenkintown,817 Old York Rd,1,Malo
Tijuana Flats,Florida,Valrico,2050 Bloomingdale Ave,5,Muy bueno
Capital Tacos,Florida,Brandon,119 W Bloomingdale Ave,2,Muy bueno
South Philly Barbacoa,Pensilvania,Philadelphia,1140 S 9th St,5,Muy bueno
Pancho & Lefty's Cantina - Downtown,Tennessee,Nashville,104 5th Ave S,2,Regular
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,4,Muy bueno
Jimmy Hula's,Florida,Brandon,312 E Brandon Blvd,4,Muy bueno
Don Panchito Mexican Grill,Pensilvania,Philadelphia,3180 Grant Ave,5,Muy bueno
Saint Anejo,Tennessee,Nashville,1120 Mcgavock St,5,Muy bueno
Super Taqueria,Nevada,Reno,"9333 Double R Blvd, Ste 1650",5,Muy bueno
Salsa Verde Restaurant,Arizona,Tucson,210 N Pantano Rd,5,Muy bueno
Carlitos Cafe Y Cantina,California,Santa Barbara,"1324 State St, Ste A",2,Muy bueno
Aqui Con El Nene,Arizona,Tucson,4415 N Flowing Wells Rd,5,Muy bueno
Gentle Ben’s Brewery,Arizona,Tucson,865 E University Blvd,3,Muy bueno
Mekenita Cantina,Florida,Tampa,6707 N Florida Ave,3,Muy bueno
El Bocado,Pensilvania,Philadelphia,1005 E Passyunk Ave,5,Muy bueno
Taco Bell,Missouri,Saint Louis,12850 Tesson Ferry Road,1,Muy bueno
Redwood Rotisserie + Grill,Nevada,Reno,860 E Plumb Ln,4,Muy bueno
Pearly's Beach Eats,Florida,Clearwater,45 Papaya St,5,Muy bueno
Fiesta Latina,Luisiana,Kenner,1924 Airline Dr,3,Muy bueno
Nada,Indiana,Indianapolis,11 W Maryland St,5,Muy bueno
Chilango's Seafood Restaurant,Luisiana,Kenner,3617 Williams Blvd,4,Muy bueno
Jack in the Box,Missouri,Oakville,5624 Telegraph Rd,1,Malo
Tempo Nashville,Tennessee,Nashville,2179 Nolensville Pike,5,Muy bueno
QDOBA Mexican Eats,Indiana,Indianapolis,"9 N Meridian St, Ste A",4,Muy bueno
Los Arroyos Mexican Restaurant & Take Out,California,Goleta,5764 Calle Real,4,Muy bueno
Mariscos Mi Mazatlan,Arizona,Tucson,5601 E 22nd St,5,Muy bueno
Taziki's Mediterranean Cafe - Hermitage,Tennessee,Hermitage,5205 Old Hickory Blvd,1,Malo
La-China Poblana,Nueva Jersey,Clementon,10 Berlin Rd,5,Muy bueno
Condado Tacos,Indiana,Indianapolis,838 Broad Ripple Ave,2,Muy bueno
Jalapeno Mexican Cuisine,Luisiana,Belle Chasse,106 K St,1,Malo
Bull Market Tampa,Florida,Tampa,4807 S Himes Ave,4,Muy bueno
Border Cafe,Delaware,Newark,483 Stanton Christiana Rd,4,Muy bueno
La Barca Mexican Store,Nevada,Reno,"10603 Stead Blvd, Ste 1",4,Muy bueno
Canal Street Bistro,Luisiana,New Orleans,3903 Canal St,1,Muy bueno
Aldertos Fresh Mexican Food,Nevada,Reno,2900 Clear Acre Ln,1,Malo
Los Betos,Idaho,Meridian,3143 E Magic View Dr,4,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
Domingo's Cafe,California,Goleta,5782 Hollister Ave,4,Muy bueno
Mekenita Cantina,Florida,Tampa,6707 N Florida Ave,3,Muy bueno
Chili's,Pensilvania,Bala Cynwyd,175 E City Ave,2,Muy bueno
Texas Roadhouse,Arizona,Tucson,968 W Irvington Rd,1,Malo
El Limon - Malvern,Pensilvania,Malvern,446 Lancaster Ave,5,Muy bueno
Padaro Beach Grill,California,Carpinteria,3765 Santa Claus Ln,5,Muy bueno
Tortas El Guero,Indiana,Indianapolis,5698 Brookville Rd,5,Muy bueno
Garibaldi Mexican Restaurant,Florida,Tampa,1235 E Hillsborough Ave,4,Muy bueno
Casa Fiesta,Tennessee,Antioch,1111 Bell Rd,3,Muy bueno
Anita Street Market,Arizona,Tucson,849 Anita Ave,5,Muy bueno
Alberto’s,Tennessee,Gallatin,210 Douglas Bend Rd,5,Muy bueno
Punch Bowl Social Indianapolis,Indiana,Indianapolis,120 South Meridian St,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,Metairie,3224 Edenborn Ave,5,Muy bueno
Jack in the Box,Arizona,Tucson,4455 E Broadway Blvd,2,Muy bueno
The Rum House,Luisiana,New Orleans,3128 Magazine St,5,Muy bueno
Farmicia,Pensilvania,Philadelphia,15 S 3rd St,5,Muy bueno
Bouchon,California,Santa Barbara,9 W Victoria St,5,Muy bueno
La Calaca Feliz,Pensilvania,Philadelphia,2321 Fairmount Ave,5,Muy bueno
Jalapeños Grill &' Bar,Nueva Jersey,Gloucester City,314 Jersey Ave,4,Muy bueno
La Hacienda Mexican Restaurant,Indiana,Indianapolis,6825 Graham Rd,5,Muy bueno
51st Deli,Tennessee,Nashville,1314 51st Ave N,5,Muy bueno
El Tapatio Mexican Restaurant,Delaware,Wilmington,1700 Philadelphia Pike,2,Malo
Nada,Indiana,Indianapolis,11 W Maryland St,3,Muy bueno
Chef D's Breakfast,Indiana,Indianapolis,8347 Michigan Rd,5,Muy bueno
Chili's,Florida,Tampa,2794 E Fowler Ave,3,Malo
Freebirds World Burrito,Tennessee,Nashville,3800 Hillsboro Pike,1,Malo
Xochitl,Pensilvania,Philadelphia,408 S 2nd St,5,Muy bueno
Chipotle Mexican Grill,Pensilvania,Warminster,25 W Street Rd,1,Malo
Chipotle Mexican Grill,Arizona,Tucson,"6501 E Grant Rd, Ste 141",1,Malo
Frenchy's Saltwater Cafe,Florida,Clearwater Beach,419 Poinsettia Ave,4,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,3,Muy bueno
Empanada Mama,Pensilvania,Doylestown,21 Donaldson St,4,Muy bueno
Antojitos Puebla,Indiana,Indianapolis,5657 W Washington St,5,Muy bueno
Don Cuervo,Indiana,Greenwood,4800 W Smith Valley Rd,5,Muy bueno
Taqueria Don Luis,Indiana,Indianapolis,3605 Commercial Dr,2,Muy bueno
Chili's,Indiana,Indianapolis,6020 W 86th St,4,Muy bueno
TacoSon,Florida,Tampa,7521 N 56th St,4,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,1,Muy bueno
Revolucion,Indiana,Indianapolis,1132 Prospect St,4,Muy bueno
Roost,California,Santa Barbara,1305 State St,4,Muy bueno
Tortas El Guero,Indiana,Indianapolis,5698 Brookville Rd,1,Malo
Mari Chuy's - Midtown,Nevada,Reno,764 S Virginia St,2,Muy bueno
Don Gusto P.J,Indiana,Indianapolis,3960 S Meridian St,3,Muy bueno
Nada,Tennessee,Nashville,202 21st Ave S,3,Muy bueno
Casa Molina,Arizona,Tucson,6225 E Speedway Blvd,1,Malo
Vicentas Mexican Cuisine,California,Goleta,6920 Market Place Dr,5,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,New Orleans,301 N Peters St,4,Muy bueno
Felipe's Mexican Taqueria - French Quarter,Luisiana,New Orleans,301 N Peters St,3,Muy bueno
Rio Grande MX Cocina,Illinois,Fairview Heights,47 Ludwig Dr,3,Malo
Padaro Beach Grill,California,Carpinteria,3765 Santa Claus Ln,5,Muy bueno
El Molcajete Mexican Restaurant,Tennessee,Springfield,1706 Kirby St,1,Malo
Green Lemon,Florida,Tampa,915 S Howard Ave,4,Muy bueno
Sabor Latin Cuisine,Nevada,Reno,585 E Moana Ln,3,Muy bueno
Chili's,Tennessee,Franklin,3084 Columbia Ave,2,Muy bueno
El Guero Canelo,Arizona,Tucson,5802 E 22nd St,5,Muy bueno
Cafe Negril,Luisiana,New Orleans,606 Frenchmen St,4,Muy bueno
Capital Tacos,Florida,Land O' Lakes,6765 Land O' Lakes Blvd,2,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,5,Muy bueno
El Guero Canelo,Arizona,Tucson,5802 E 22nd St,5,Muy bueno
Cantina Dos Segundos,Pensilvania,Philadelphia,931 N 2nd St,5,Muy bueno
El Jefe's Cantina,Nevada,Reno,500 N Sierra St,1,Muy bueno
Street- Taco and Beer Co.,Arizona,Tucson,58 W Congress St,4,Muy bueno
Freebirds,California,Isla Vista,879 Embarcadero Del Norte,2,Muy bueno
El Jefe's Cantina,Nevada,Reno,500 N Sierra St,1,Regular
Nada,Indiana,Indianapolis,11 W Maryland St,4,Muy bueno
Los Mariachis Mexican Restaurant,Florida,Largo,9100 Ulmerton Rd,1,Malo
Chili's,Idaho,Meridian,3078 N Eagle Rd,4,Malo
Nada,Tennessee,Nashville,202 21st Ave S,3,Muy bueno
Neveria La Vallesana,Missouri,St. Louis,2801 Cherokee St,5,Muy bueno
El Sitio,California,Goleta,102 S Fairview Ave,4,Muy bueno
El Jefe's Cantina,Nevada,Reno,500 N Sierra St,2,Malo
Lolis Mexican Cravings,Florida,Tampa,10011 W Hillsborough Ave,5,Muy bueno
Chipotle Mexican Grill,Florida,Tampa,18019 Highwoods Preserve Pkwy,3,Muy bueno
Pupuseria Casa Maria,Indiana,Indianapolis,7363 N Michigan Rd,4,Muy bueno
Goyita's,Arizona,Oro Valley,"10420 N La Canada Dr, Ste 180",1,Malo
Nuevo Vallarta Authentic Mexican Food,Florida,Pinellas Park,9359 US Hwy 19 N,5,Muy bueno
D'Mexican,Florida,St. Petersburg,6630 Central Ave,5,Muy bueno
Pepe's Mexican Restaurant,California,Goleta,254 Orange Ave,5,Muy bueno
Tacos A La Diabla,Indiana,Indianapolis,8315 E Washington St,3,Muy bueno
GUAC Tequila & Tacos,Florida,Tampa,"4110 Henderson Blvd, Ste B",5,Muy bueno
Cantina Los Tres Hombres,Nevada,Sparks,"1180 Scheels Dr, Ste B 111",4,Muy bueno
Del Pez Mexican Gastropub,Delaware,Wilmington,400 Justison St,5,Muy bueno
Wrap Shack,Pensilvania,Philadelphia,112 S 11th St,2,Muy bueno
South Philly Barbacoa,Pensilvania,Philadelphia,1140 S 9th St,5,Muy bueno
El Rey de Oros,Pensilvania,Hatboro,112 W Moreland Ave,5,Muy bueno
Mi Hacienda Mexican Restaurant,Indiana,Carmel,819 W Carmel Dr,5,Muy bueno
Don Cuervo,Indiana,Greenwood,4800 W Smith Valley Rd,5,Muy bueno
Loren & Mari Mexican Grill,Indiana,Carmel,2293 E 116th St,1,Muy bueno
Americano Mexicano,Arizona,Tucson,"800 E University Blvd, Ste 104",1,Malo
Calle Tepa,Arizona,Tucson,6151 E Broadway,2,Malo
Local Taco,Tennessee,Nashville,"1100 Fatherland St, Ste 104",1,Malo
417 Union,Tennessee,Nashville,417 Union St,5,Muy bueno
Sabrina's West Street Kitchen,Nevada,Reno,138 West St,5,Muy bueno
El Sinaloense Hot Dog Cart,Arizona,Tucson,1526 N Alvernon Way,5,Muy bueno
Aqui Con El Nene,Arizona,Tucson,4415 N Flowing Wells Rd,5,Muy bueno
La Hacienda Restaurant,Arizona,Oro Valley,"11931 N 1st Ave, Ste 104",1,Malo
Lucha II Authentic Mexican Food,Missouri,St. Louis,522 N Grand Blvd,5,Muy bueno
La Hacienda Mexican Restaurant,Pensilvania,Bensalem,"4201 Neshaminy Blvd, Ste 128",4,Muy bueno
Hana Kitchen,California,Isla Vista,6558 Pardall Rd,1,Malo
The Lake Bar & Grill,Nevada,Sparks,9716 Pyramid Hwy,5,Muy bueno
QDOBA Mexican Eats,Pensilvania,Philadelphia,"230 S 40th St, Ste 140",4,Muy bueno
Baja Burrito,Tennessee,Nashville,722 Thompson Ln,5,Muy bueno
The Honu,Florida,Dunedin,516 Grant St,4,Muy bueno
El Guero Canelo,Arizona,Tucson,5201 S 12th Ave,4,Muy bueno
Jimboys Tacos,Nevada,Reno,"2900 Clear Acre Ln, Ste V",1,Malo
Hopsmith Tavern,Tennessee,Nashville,1903 Division St,4,Muy bueno
Super Burrito,Nevada,Reno,500 E Plumb Ln,5,Muy bueno
Los Compadres Mexican Restaurant,Nevada,Sparks,1250 Disc Dr,4,Muy bueno
Mission Taco Joint - Delmar Loop,Missouri,St. Louis,6235 Delmar Blvd,4,Muy bueno
Local Taco,Tennessee,Nashville,"1100 Fatherland St, Ste 104",2,Malo
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Macho Tequila's,Nevada,Sparks,2144 Greenbrae Dr,5,Muy bueno
El Jalapeno Mexican Restaurant,Indiana,Indianapolis,4902 S East St,4,Muy bueno
South Philly Barbacoa,Pensilvania,Philadelphia,1140 S 9th St,5,Muy bueno
Salty's Island Bar & Grille,Florida,Clearwater Beach,437 S Gulfview Blvd,4,Muy bueno
Taco Buddha,Missouri,University City,7405 Pershing Ave,5,Muy bueno
Lolis Mexican Cravings,Florida,Tampa,8005 Benjamin Rd,4,Muy bueno
Lolis Mexican Cravings,Florida,Tampa,8005 Benjamin Rd,5,Muy bueno
Loco Pez,Pensilvania,Philadelphia,4631 Baltimore Ave,4,Muy bueno
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Tacodelphia,Pensilvania,Philadelphia,427 S Broad St,3,Muy bueno
El Gato Negro,Luisiana,New Orleans,81 French Market Pl,5,Muy bueno
La Olla Mexican Cafe,Arizona,Marana,8553 N Silverbell Rd,2,Malo
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Gallito @ Sparkman Wharf,Florida,Tampa,615 Channelside Dr,2,Muy bueno
California Tortilla,Pensilvania,Exton,284 Main St,5,Muy bueno
Taco Bell,Tennessee,Bellevue,7659 Hwy 70 S,3,Malo
Tumerico,Arizona,Tucson,2526 E 6th St,4,Muy bueno
Frenchy's Saltwater Cafe,Florida,Clearwater Beach,419 Poinsettia Ave,4,Muy bueno
Tijuana Flats,Florida,Lutz,17475 N Dale Mabry Hwy,5,Muy bueno
Bertha Miranda's Mexican Food Restaurant and Cantina,Nevada,Reno,336 Mill St,5,Muy bueno
Burrito Joint,Indiana,Indianapolis,3359 W Morris St,5,Muy bueno
Las Margaritas,Pensilvania,Philadelphia,2538 Welsh Rd,2,Muy bueno
Corazon Cocina,California,Santa Barbara,"38 W Victoria, Unit 122",5,Muy bueno
La Hacienda Taqueria,Tennessee,Nashville,2615 Nolensville Pike,3,Muy bueno
Calle Tepa,Arizona,Tucson,6151 E Broadway,1,Muy bueno
Pueblo Real Mexican Restaurant - Franklin,Tennessee,Franklin,1340 W Main St,4,Muy bueno
Taqueria Del Norte,Pensilvania,Philadelphia,2859 Holme Ave,1,Muy bueno
El Rodeo,Indiana,Indianapolis,5636 Mutual Ln,5,Muy bueno
Chihuahua's Cantina & Grill,Nevada,Reno,"7111 S Virginia St, Ste C",5,Muy bueno
South Philly Barbacoa,Pensilvania,Philadelphia,1140 S 9th St,5,Muy bueno
Juan's Flying Burrito,Luisiana,New Orleans,515 Baronne St,5,Muy bueno
Guadalajara Original Grill,Arizona,Tucson,1220 E Prince Rd,1,Malo
Chuy's,Tennessee,Nashville,163B Opry Mills Dr,2,Malo
Taco Mamacita,Tennessee,Nashville,1200 Villa Pl,3,Muy bueno
Lunch Box,Nevada,Reno,"5255 Longley Ln, Ste 135",5,Muy bueno
Taqueria El Pueblito,Arizona,Tucson,"1800 E Fort Lowell Rd, Ste A156",2,Muy bueno
Taqueria El Pueblito,Arizona,Tucson,"1800 E Fort Lowell Rd, Ste A156",5,Muy bueno
Southwest Diner,Missouri,Saint Louis,6803 Southwest Ave,5,Muy bueno
Taco Fish,Arizona,Tucson,4841 S 12th Ave,5,Muy bueno
Micha's,Arizona,Tucson,2908 S 4th Ave,5,Muy bueno
Los Agaves,California,Santa Barbara,600 N Milpas St,5,Muy bueno
Heffe,Pensilvania,Philadelphia,1431 Frankford Ave,1,Malo
Frenchy's Saltwater Cafe,Florida,Clearwater Beach,419 Poinsettia Ave,3,Malo
Viva Modern Mexican,California,Santa Barbara,1114 State St,5,Muy bueno
Capital Tacos,Florida,New Port Richey,8530 Ridge Rd,4,Muy bueno
Rubio's Coastal Grill,Florida,Tampa,1824 N Westshore Blvd,2,Muy bueno
Cactus Restaurant & Bar,Pensilvania,Philadelphia,4243 Main St,4,Muy bueno
Chili's,Missouri,Saint Louis,East Terminal Arriving Dr St,4,Muy bueno
Salty's Island Bar & Grille,Florida,Clearwater Beach,437 S Gulfview Blvd,4,Muy bueno
Club Taco,Missouri,Kirkwood,200 N Kirkwood Rd,3,Muy bueno
Chihuahua's Cantina & Grill,Nevada,Reno,"7111 S Virginia St, Ste C",4,Muy bueno
Lolis Mexican Cravings,Florida,Tampa,8005 Benjamin Rd,5,Muy bueno
Miguel's Mexican Food,Nevada,Reno,13901 S Virginia St,4,Muy bueno
El Tio Mexican Restaurant,Pensilvania,Berwyn,680 Lancaster Ave,5,Muy bueno
Murrieta's,Nevada,Reno,8195 S Virginia St,5,Muy bueno
Plazita Mexico Cafe,Arizona,Tucson,20 N Sarnoff Dr,5,Muy bueno
Fiesta Chicken,Idaho,Boise,10689 Ustick Rd,5,Muy bueno
Lolis Mexican Cravings,Florida,Tampa,8005 Benjamin Rd,3,Muy bueno
Street- Taco and Beer Co.,Arizona,Tucson,58 W Congress St,5,Muy bueno
Condado Tacos,Indiana,Indianapolis,838 Broad Ripple Ave,5,Muy bueno
Beto's Mexican Food,Nevada,Reno,575 W 5th St,5,Muy bueno
Pearly's Beach Eats,Florida,Clearwater,45 Papaya St,4,Muy bueno
The Hall on Franklin,Florida,Tampa,1701 N Franklin St,5,Muy bueno
Taqueria Cuernavaca,California,Santa Barbara,201 W Carrillo St,5,Muy bueno
Taqueria Cuernavaca,California,Santa Barbara,201 W Carrillo St,3,Muy bueno
Taco Bell,Indiana,Carmel,615 E. Carmel Drive,1,Malo
Vallarta Mexican Restaurant,Florida,Tampa,9255 N 56th St,1,Muy bueno
Taqueria El Maguey,Pensilvania,Philadelphia,1538 S 10th St,5,Muy bueno
Red Mesa Mercado,Florida,St. Petersburg,1100 1st Ave N,5,Muy bueno
Tiki Tolteca,Luisiana,New Orleans,"301 N Peters St, Fl 2",5,Muy bueno
The Rum House,Luisiana,New Orleans,3128 Magazine St,5,Muy bueno
Seis Kitchen,Arizona,Tucson,1765 E River,2,Muy bueno
Red Mesa Mercado,Florida,St. Petersburg,1100 1st Ave N,4,Muy bueno
Rigo's Restaurant,Arizona,Tucson,5851 N Oracle Rd,4,Muy bueno
Jake's Coastal Cantina,Florida,Indian Rocks Beach,500 1st St,5,Muy bueno
Izzo's Illegal Burrito,Luisiana,Metairie,4316 Veterans Blvd,4,Muy bueno
Fin's,Florida,Palm Harbor,1026 Nebraska Ave,4,Muy bueno
Poco & Moms,Arizona,Tucson,7000 E Tanque Verde Rd,4,Muy bueno
Tania's Flour Tortillas,Arizona,Tucson,2856 W Drexel Rd,5,Muy bueno
Moe's Southwest Grill,Florida,Oldsmar,"4011 Tampa Rd, Ste 14",1,Malo
Super Burrito,Nevada,Sparks,175 E Nugget Ave,5,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,5,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,5,Muy bueno
El Charro Cafe,Arizona,Tucson,311 N Court Ave,3,Muy bueno
Bakersfield,Indiana,Indianapolis,334 Massachusetts Ave,5,Muy bueno
The Quesadillas,Arizona,Tucson,2418 N Craycroft Rd,5,Muy bueno
Mi Nidito Restaurant,Arizona,Tucson,1813 S 4th Ave,5,Muy bueno
El Mezcal,Indiana,Indianapolis,8920 Wesleyan Rd,4,Muy bueno
Pearly's Beach Eats,Florida,Clearwater,45 Papaya St,5,Muy bueno
Vaya Con Dillas,Missouri,St. Louis,200 N 13th St,5,Muy bueno
Boca Tacos Y Tequila,Arizona,Tucson,533 N 4th Ave,5,Muy bueno
Super Cuca's Restaurant,California,Santa Barbara,626 W Micheltorena St,4,Malo
La Hacienda De Leon,Luisiana,Marrero,5131 Lapalco Blvd,1,Malo
Perdigon El Sabor,Florida,Tampa,"8548 N Dale Mabry Hwy, Ste 1A",5,Muy bueno
Cali Viejo Catering,Florida,Brandon,436 E Brandon Blvd,5,Muy bueno
Chipotle Mexican Grill,Missouri,Kirkwood,1255 S Kirkwood Rd,1,Malo
Luciana's Mexican Restaurant,Indiana,Greenwood,1133 N State Rd 135,4,Muy bueno
Cantina Los Tres Hombres,Nevada,Sparks,"1180 Scheels Dr, Ste B 111",1,Muy bueno
Country Flame,Luisiana,New Orleans,620 Iberville St,1,Muy bueno
La Super-Rica Taqueria,California,Santa Barbara,622 N Milpas St,2,Muy bueno
Lito's Take  Out,California,Santa Barbara,514 E Haley St,4,Muy bueno
Los Agaves,California,Goleta,7024 Market Pl Dr,5,Muy bueno
Jack in the Box,Idaho,Boise,2611 S Broadway Ave,1,Malo
Taquería La Juquilita,Tennessee,Nashville,5913 Morrow Rd,5,Muy bueno
Taco Bell,Indiana,Indianapolis,4502 W. 38th Street,1,Malo
Parrilla La Nueva Fogata,Nueva Jersey,Berlin,25-27 W White Horse Pike,5,Muy bueno
Festiva,Indiana,Indianapolis,1217 E 16th St,5,Muy bueno
San Carlos Grill,Arizona,Oro Valley,12125 N Oracle Rd,5,Muy bueno
Black Market,Indiana,Indianapolis,922 Massachusetts Ave,5,Malo
Jack in the Box,Indiana,Indianapolis,5613 W 38th St,4,Muy bueno
Mi Jalapeno,Illinois,Smithton,500 S Main,3,Malo
Livery - Indianapolis,Indiana,Indianapolis,720 N College Ave,5,Muy bueno
Loco Mexican Restaurant & Cantina,Indiana,Indianapolis,2205 N Delaware St,4,Muy bueno
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,5,Muy bueno
Central Taco & Tequila,Nueva Jersey,Haddon Township,350 Haddon Ave,1,Malo
La Corita Taco Shop,Pensilvania,Warminster,"77 Downey Dr, Unit 3",2,Muy bueno
Los Compadres,Nevada,Reno,25 Foothill Rd,5,Muy bueno
Tijuana Flats,Florida,Tampa,4027 S Dale Mabry Hwy,4,Muy bueno
Chicken and Taco Loco,Florida,Brandon,535 E Brandon Blvd,4,Muy bueno
Las Fuentes,Missouri,Florissant,680 N US Hwy 67,3,Malo
Miguel's Mexican Seafood & Grill,Florida,Tampa,3035 W Kennedy Blvd,2,Muy bueno
La Fresita Tucson,Arizona,Tucson,1450 W Saint Marys Rd,5,Muy bueno
Seis Kitchen,Arizona,Tucson,"130 S Avenida Del Convento, Ste 100",5,Muy bueno
Chipotle Mexican Grill,Missouri,Bridgeton,3533 Mckelvey Rd,2,Muy bueno
Chavelita's Cocina Mexicana,Nevada,Reno,2080 Mill St,5,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,Nashville,3225 Gallatin Pike,4,Muy bueno
Beto's Mexican Food,Nevada,Reno,575 W 5th St,4,Muy bueno
Rubio's Coastal Grill,Florida,St. Petersburg,1330 4th St N,5,Muy bueno
Prima Pizza Taqueria Mexicana,Pensilvania,Philadelphia,1104 S 9th St,5,Muy bueno
Tradicional 636,Missouri,St Charles,1411 S First Capitol Dr,5,Malo
Superior Grill,Luisiana,New Orleans,3636 St Charles Ave,3,Muy bueno
Miguel's Mexican Seafood & Grill,Florida,Tampa,3035 W Kennedy Blvd,4,Muy bueno
Tortas El Guero,Indiana,Indianapolis,3818 N Highschool Rd,2,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,4,Muy bueno
Caliente Mexican Restaurant,Indiana,Carmel,1400 S Guilford Rd,5,Muy bueno
On The Border Mexican Grill & Cantina,Pensilvania,Bensalem,901 Neshaminy Mall,5,Muy bueno
El Jaliciense Mexican Restaurant,Tennessee,Nashville,3225 Gallatin Pike,4,Muy bueno
Mi Ranchito Mexican Food,Nueva Jersey,Moorestown,18 E Camden Ave,5,Muy bueno
Tacos A La Diabla,Indiana,Indianapolis,8315 E Washington St,5,Muy bueno
Taco Cantina at the Depot,Tennessee,Nashville,1318 6th Ave N,4,Muy bueno
Chili's,Nueva Jersey,Mount Laurel,4162 Church Rd,5,Muy bueno
Capital Tacos,Florida,Wesley Chapel,"27209 State Rd 56, Fl 56",5,Muy bueno
Bartaco,Florida,Tampa,1601 W Snow Ave,5,Muy bueno
Taco Bell,Idaho,Garden City,8109 Chinden Blvd,1,Malo
2 Amigos,Luisiana,Kenner,3826 Williams Blvd,3,Muy bueno
Delgado's Mexican Foods,California,Carpinteria,4401 Carpinteria Ave,4,Muy bueno
Besito Mexican Restaurant,Pensilvania,Ardmore,105 Coulter Ave,5,Muy bueno
Los Compadres Mexican Restaurant,Nevada,Sparks,1250 Disc Dr,4,Muy bueno
Tio Will,Arizona,Tucson,8270 S Houghton Rd,3,Malo
Zeppelin,Nevada,Reno,1445 S Meadows Pkwy,2,Muy bueno
Nora's Kitchen,Pensilvania,Philadelphia,248 South St,5,Muy bueno
El Guero Canelo,Arizona,Tucson,5201 S 12th Ave,5,Muy bueno
Taqueria Feliz,Pensilvania,Philadelphia,4410 Main St,1,Malo
Don Panchito Mexican Grill,Pensilvania,Philadelphia,3180 Grant Ave,5,Muy bueno
The Greyhound Cafe,Pensilvania,Malvern,81 Lancaster Ave,5,Muy bueno
Mariscos El BarCo,Nevada,Sparks,495 Greenbrae Dr,5,Muy bueno
Tijuana Tacos,Pensilvania,Quakertown,216 W Broad St,5,Muy bueno
Kalbi Taco Shack,Missouri,St Louis,3730 Foundry Way,5,Muy bueno
Los Jefes Tortilleria & Grill,Luisiana,Metairie,3224 Edenborn Ave,1,Malo
Los Nopales Mexican Restaurant,Arizona,Tucson,3051 S Kinney Rd,5,Muy bueno
Los Agaves,California,Santa Barbara,2911 De La Vina St,1,Malo
Nal Restaurant,Delaware,Hockessin,"1304 Old Lancaster Pike, Ste B",1,Muy bueno
Taps Restaurant Bar & Lounge,Florida,Tampa,777 North Ashley Dr,4,Muy bueno
Nal Restaurant,Delaware,Hockessin,"1304 Old Lancaster Pike, Ste B",5,Muy bueno
Guadalajara Original Grill,Arizona,Tucson,7360 N Oracle Rd,1,Malo
